item	layer	value
GC_00003226	SMAG00006	1
GC_00003227	S12936484	0
GC_00003227	S259100318	0
GC_00003227	S259100328	0
GC_00003227	S259100333	0
GC_00003227	S259100335	1
GC_00003227	S259100337	0
GC_00003227	S259100341	0
GC_00003227	S25910037	0
GC_00003227	S25910039	0
GC_00003227	S33314612	0
GC_00003227	S749695	0
GC_00003227	SFerroplasmacircular	0
GC_00003227	SMAG00006	0
GC_00003228	S12936484	0
GC_00003228	S259100318	0
GC_00003228	S259100328	0
GC_00003228	S259100333	0
GC_00003228	S259100335	0
GC_00003228	S259100337	0
GC_00003228	S259100341	0
GC_00003228	S25910037	0
GC_00003228	S25910039	0
GC_00003228	S33314612	0
GC_00003228	S749695	0
GC_00003228	SFerroplasmacircular	1
GC_00003228	SMAG00006	0
GC_00003229	S12936484	0
GC_00003229	S259100318	0
GC_00003229	S259100328	0
GC_00003229	S259100333	0
GC_00003229	S259100335	0
GC_00003229	S259100337	0
GC_00003229	S259100341	1
GC_00003229	S25910037	0
GC_00003229	S25910039	0
GC_00003229	S33314612	0
GC_00003229	S749695	0
GC_00003229	SFerroplasmacircular	0
GC_00003229	SMAG00006	0
GC_00003230	S12936484	1
GC_00003230	S259100318	0
GC_00003230	S259100328	0
GC_00003230	S259100333	0
GC_00003230	S259100335	0
GC_00003230	S259100337	0
GC_00003230	S259100341	0
GC_00003230	S25910037	0
GC_00003230	S25910039	0
GC_00003230	S33314612	0
GC_00003230	S749695	0
GC_00003230	SFerroplasmacircular	0
GC_00003230	SMAG00006	0
GC_00003231	S12936484	0
GC_00003231	S259100318	0
GC_00003231	S259100328	0
GC_00003231	S259100333	0
GC_00003231	S259100335	0
GC_00003231	S259100337	0
GC_00003231	S259100341	1
GC_00003231	S25910037	0
GC_00003231	S25910039	0
GC_00003231	S33314612	0
GC_00003231	S749695	0
GC_00003231	SFerroplasmacircular	0
GC_00003231	SMAG00006	0
GC_00003232	S12936484	1
GC_00003232	S259100318	0
GC_00003232	S259100328	0
GC_00003232	S259100333	0
GC_00003232	S259100335	0
GC_00003232	S259100337	0
GC_00003232	S259100341	0
GC_00003232	S25910037	0
GC_00003232	S25910039	0
GC_00003232	S33314612	0
GC_00003232	S749695	0
GC_00003232	SFerroplasmacircular	0
GC_00003232	SMAG00006	0
GC_00003233	S12936484	0
GC_00003233	S259100318	0
GC_00003233	S259100328	0
GC_00003233	S259100333	1
GC_00003233	S259100335	0
GC_00003233	S259100337	0
GC_00003233	S259100341	0
GC_00003233	S25910037	0
GC_00003233	S25910039	0
GC_00003233	S33314612	0
GC_00003233	S749695	0
GC_00003233	SFerroplasmacircular	0
GC_00003233	SMAG00006	0
GC_00003234	S12936484	0
GC_00003234	S259100318	1
GC_00003234	S259100328	0
GC_00003234	S259100333	0
GC_00003234	S259100335	0
GC_00003234	S259100337	0
GC_00003234	S259100341	0
GC_00003234	S25910037	0
GC_00003234	S25910039	0
GC_00003234	S33314612	0
GC_00003234	S749695	0
GC_00003234	SFerroplasmacircular	0
GC_00003234	SMAG00006	0
GC_00003235	S12936484	0
GC_00003235	S259100318	0
GC_00003235	S259100328	0
GC_00003235	S259100333	0
GC_00003235	S259100335	1
GC_00003235	S259100337	0
GC_00003235	S259100341	0
GC_00003235	S25910037	0
GC_00003235	S25910039	0
GC_00003235	S33314612	0
GC_00003235	S749695	0
GC_00003235	SFerroplasmacircular	0
GC_00003235	SMAG00006	0
GC_00003236	S12936484	1
GC_00003236	S259100318	0
GC_00003236	S259100328	0
GC_00003236	S259100333	0
GC_00003236	S259100335	0
GC_00003236	S259100337	0
GC_00003236	S259100341	0
GC_00003236	S25910037	0
GC_00003236	S25910039	0
GC_00003236	S33314612	0
GC_00003236	S749695	0
GC_00003236	SFerroplasmacircular	0
GC_00003236	SMAG00006	0
GC_00003237	S12936484	0
GC_00003237	S259100318	0
GC_00003237	S259100328	0
GC_00003237	S259100333	0
GC_00003237	S259100335	1
GC_00003237	S259100337	0
GC_00003237	S259100341	0
GC_00003237	S25910037	0
GC_00003237	S25910039	0
GC_00003237	S33314612	0
GC_00003237	S749695	0
GC_00003237	SFerroplasmacircular	0
GC_00003237	SMAG00006	0
GC_00003238	S12936484	0
GC_00003238	S259100318	0
GC_00003238	S259100328	0
GC_00003238	S259100333	0
GC_00003238	S259100335	0
GC_00003238	S259100337	0
GC_00003238	S259100341	0
GC_00003238	S25910037	1
GC_00003238	S25910039	0
GC_00003238	S33314612	0
GC_00003238	S749695	0
GC_00003238	SFerroplasmacircular	0
GC_00003238	SMAG00006	0
GC_00003239	S12936484	0
GC_00003239	S259100318	0
GC_00003239	S259100328	0
GC_00003239	S259100333	0
GC_00003239	S259100335	0
GC_00003239	S259100337	0
GC_00003239	S259100341	0
GC_00003239	S25910037	0
GC_00003239	S25910039	0
GC_00003239	S33314612	0
GC_00003239	S749695	1
GC_00003239	SFerroplasmacircular	0
GC_00003239	SMAG00006	0
GC_00003240	S12936484	0
GC_00003240	S259100318	1
GC_00003240	S259100328	0
GC_00003240	S259100333	0
GC_00003240	S259100335	0
GC_00003240	S259100337	0
GC_00003240	S259100341	0
GC_00003240	S25910037	0
GC_00003240	S25910039	0
GC_00003240	S33314612	0
GC_00003240	S749695	0
GC_00003240	SFerroplasmacircular	0
GC_00003240	SMAG00006	0
GC_00003241	S12936484	0
GC_00003241	S259100318	0
GC_00003241	S259100328	0
GC_00003241	S259100333	0
GC_00003241	S259100335	0
GC_00003241	S259100337	0
GC_00003241	S259100341	0
GC_00003241	S25910037	1
GC_00003241	S25910039	0
GC_00003241	S33314612	0
GC_00003241	S749695	0
GC_00003241	SFerroplasmacircular	0
GC_00003241	SMAG00006	0
GC_00003242	S12936484	0
GC_00003242	S259100318	0
GC_00003242	S259100328	0
GC_00003242	S259100333	0
GC_00003242	S259100335	0
GC_00003242	S259100337	0
GC_00003242	S259100341	0
GC_00003242	S25910037	1
GC_00003242	S25910039	0
GC_00003242	S33314612	0
GC_00003242	S749695	0
GC_00003242	SFerroplasmacircular	0
GC_00003242	SMAG00006	0
GC_00003243	S12936484	0
GC_00003243	S259100318	0
GC_00003243	S259100328	0
GC_00003243	S259100333	0
GC_00003243	S259100335	0
GC_00003243	S259100337	0
GC_00003243	S259100341	0
GC_00003243	S25910037	0
GC_00003243	S25910039	0
GC_00003243	S33314612	0
GC_00003243	S749695	0
GC_00003243	SFerroplasmacircular	0
GC_00003243	SMAG00006	1
GC_00003244	S12936484	0
GC_00003244	S259100318	0
GC_00003244	S259100328	0
GC_00003244	S259100333	0
GC_00003244	S259100335	0
GC_00003244	S259100337	0
GC_00003244	S259100341	1
GC_00003244	S25910037	0
GC_00003244	S25910039	0
GC_00003244	S33314612	0
GC_00003244	S749695	0
GC_00003244	SFerroplasmacircular	0
GC_00003244	SMAG00006	0
GC_00003245	S12936484	1
GC_00003245	S259100318	0
GC_00003245	S259100328	0
GC_00003245	S259100333	0
GC_00003245	S259100335	0
GC_00003245	S259100337	0
GC_00003245	S259100341	0
GC_00003245	S25910037	0
GC_00003245	S25910039	0
GC_00003245	S33314612	0
GC_00003245	S749695	0
GC_00003245	SFerroplasmacircular	0
GC_00003245	SMAG00006	0
GC_00003246	S12936484	0
GC_00003246	S259100318	1
GC_00003246	S259100328	0
GC_00003246	S259100333	0
GC_00003246	S259100335	0
GC_00003246	S259100337	0
GC_00003246	S259100341	0
GC_00003246	S25910037	0
GC_00003246	S25910039	0
GC_00003246	S33314612	0
GC_00003246	S749695	0
GC_00003246	SFerroplasmacircular	0
GC_00003246	SMAG00006	0
GC_00003247	S12936484	1
GC_00003247	S259100318	0
GC_00003247	S259100328	0
GC_00003247	S259100333	0
GC_00003247	S259100335	0
GC_00003247	S259100337	0
GC_00003247	S259100341	0
GC_00003247	S25910037	0
GC_00003247	S25910039	0
GC_00003247	S33314612	0
GC_00003247	S749695	0
GC_00003247	SFerroplasmacircular	0
GC_00003247	SMAG00006	0
GC_00003248	S12936484	0
GC_00003248	S259100318	0
GC_00003248	S259100328	0
GC_00003248	S259100333	0
GC_00003248	S259100335	0
GC_00003248	S259100337	0
GC_00003248	S259100341	0
GC_00003248	S25910037	1
GC_00003248	S25910039	0
GC_00003248	S33314612	0
GC_00003248	S749695	0
GC_00003248	SFerroplasmacircular	0
GC_00003248	SMAG00006	0
GC_00003249	S12936484	0
GC_00003249	S259100318	1
GC_00003249	S259100328	0
GC_00003249	S259100333	0
GC_00003249	S259100335	0
GC_00003249	S259100337	0
GC_00003249	S259100341	0
GC_00003249	S25910037	0
GC_00003249	S25910039	0
GC_00003249	S33314612	0
GC_00003249	S749695	0
GC_00003249	SFerroplasmacircular	0
GC_00003249	SMAG00006	0
GC_00003250	S12936484	1
GC_00003250	S259100318	0
GC_00003250	S259100328	0
GC_00003250	S259100333	0
GC_00003250	S259100335	0
GC_00003250	S259100337	0
GC_00003250	S259100341	0
GC_00003250	S25910037	0
GC_00003250	S25910039	0
GC_00003250	S33314612	0
GC_00003250	S749695	0
GC_00003250	SFerroplasmacircular	0
GC_00003250	SMAG00006	0
GC_00003251	S12936484	0
GC_00003251	S259100318	0
GC_00003251	S259100328	0
GC_00003251	S259100333	0
GC_00003251	S259100335	0
GC_00003251	S259100337	0
GC_00003251	S259100341	0
GC_00003251	S25910037	0
GC_00003251	S25910039	0
GC_00003251	S33314612	0
GC_00003251	S749695	0
GC_00003251	SFerroplasmacircular	0
GC_00003251	SMAG00006	1
GC_00003252	S12936484	1
GC_00003252	S259100318	0
GC_00003252	S259100328	0
GC_00003252	S259100333	0
GC_00003252	S259100335	0
GC_00003252	S259100337	0
GC_00003252	S259100341	0
GC_00003252	S25910037	0
GC_00003252	S25910039	0
GC_00003252	S33314612	0
GC_00003252	S749695	0
GC_00003252	SFerroplasmacircular	0
GC_00003252	SMAG00006	0
GC_00003253	S12936484	0
GC_00003253	S259100318	0
GC_00003253	S259100328	0
GC_00003253	S259100333	0
GC_00003253	S259100335	0
GC_00003253	S259100337	0
GC_00003253	S259100341	0
GC_00003253	S25910037	0
GC_00003253	S25910039	0
GC_00003253	S33314612	0
GC_00003253	S749695	0
GC_00003253	SFerroplasmacircular	0
GC_00003253	SMAG00006	1
GC_00003254	S12936484	0
GC_00003254	S259100318	0
GC_00003254	S259100328	0
GC_00003254	S259100333	0
GC_00003254	S259100335	1
GC_00003254	S259100337	0
GC_00003254	S259100341	0
GC_00003254	S25910037	0
GC_00003254	S25910039	0
GC_00003254	S33314612	0
GC_00003254	S749695	0
GC_00003254	SFerroplasmacircular	0
GC_00003254	SMAG00006	0
GC_00003255	S12936484	0
GC_00003255	S259100318	0
GC_00003255	S259100328	0
GC_00003255	S259100333	0
GC_00003255	S259100335	0
GC_00003255	S259100337	0
GC_00003255	S259100341	0
GC_00003255	S25910037	0
GC_00003255	S25910039	0
GC_00003255	S33314612	0
GC_00003255	S749695	0
GC_00003255	SFerroplasmacircular	1
GC_00003255	SMAG00006	0
GC_00003256	S12936484	0
GC_00003256	S259100318	0
GC_00003256	S259100328	0
GC_00003256	S259100333	0
GC_00003256	S259100335	1
GC_00003256	S259100337	0
GC_00003256	S259100341	0
GC_00003256	S25910037	0
GC_00003256	S25910039	0
GC_00003256	S33314612	0
GC_00003256	S749695	0
GC_00003256	SFerroplasmacircular	0
GC_00003256	SMAG00006	0
GC_00003257	S12936484	0
GC_00003257	S259100318	0
GC_00003257	S259100328	0
GC_00003257	S259100333	0
GC_00003257	S259100335	0
GC_00003257	S259100337	0
GC_00003257	S259100341	0
GC_00003257	S25910037	0
GC_00003257	S25910039	0
GC_00003257	S33314612	1
GC_00003257	S749695	0
GC_00003257	SFerroplasmacircular	0
GC_00003257	SMAG00006	0
GC_00003258	S12936484	0
GC_00003258	S259100318	0
GC_00003258	S259100328	0
GC_00003258	S259100333	0
GC_00003258	S259100335	0
GC_00003258	S259100337	0
GC_00003258	S259100341	0
GC_00003258	S25910037	0
GC_00003258	S25910039	0
GC_00003258	S33314612	0
GC_00003258	S749695	0
GC_00003258	SFerroplasmacircular	0
GC_00003258	SMAG00006	1
GC_00003259	S12936484	1
GC_00003259	S259100318	0
GC_00003259	S259100328	0
GC_00003259	S259100333	0
GC_00003259	S259100335	0
GC_00003259	S259100337	0
GC_00003259	S259100341	0
GC_00003259	S25910037	0
GC_00003259	S25910039	0
GC_00003259	S33314612	0
GC_00003259	S749695	0
GC_00003259	SFerroplasmacircular	0
GC_00003259	SMAG00006	0
GC_00003260	S12936484	0
GC_00003260	S259100318	1
GC_00003260	S259100328	0
GC_00003260	S259100333	0
GC_00003260	S259100335	0
GC_00003260	S259100337	0
GC_00003260	S259100341	0
GC_00003260	S25910037	0
GC_00003260	S25910039	0
GC_00003260	S33314612	0
GC_00003260	S749695	0
GC_00003260	SFerroplasmacircular	0
GC_00003260	SMAG00006	0
GC_00003261	S12936484	0
GC_00003261	S259100318	0
GC_00003261	S259100328	0
GC_00003261	S259100333	1
GC_00003261	S259100335	0
GC_00003261	S259100337	0
GC_00003261	S259100341	0
GC_00003261	S25910037	0
GC_00003261	S25910039	0
GC_00003261	S33314612	0
GC_00003261	S749695	0
GC_00003261	SFerroplasmacircular	0
GC_00003261	SMAG00006	0
GC_00003262	S12936484	1
GC_00003262	S259100318	0
GC_00003262	S259100328	0
GC_00003262	S259100333	0
GC_00003262	S259100335	0
GC_00003262	S259100337	0
GC_00003262	S259100341	0
GC_00003262	S25910037	0
GC_00003262	S25910039	0
GC_00003262	S33314612	0
GC_00003262	S749695	0
GC_00003262	SFerroplasmacircular	0
GC_00003262	SMAG00006	0
GC_00003263	S12936484	0
GC_00003263	S259100318	0
GC_00003263	S259100328	0
GC_00003263	S259100333	0
GC_00003263	S259100335	0
GC_00003263	S259100337	0
GC_00003263	S259100341	0
GC_00003263	S25910037	0
GC_00003263	S25910039	0
GC_00003263	S33314612	0
GC_00003263	S749695	0
GC_00003263	SFerroplasmacircular	0
GC_00003263	SMAG00006	1
GC_00003264	S12936484	0
GC_00003264	S259100318	1
GC_00003264	S259100328	0
GC_00003264	S259100333	0
GC_00003264	S259100335	0
GC_00003264	S259100337	0
GC_00003264	S259100341	0
GC_00003264	S25910037	0
GC_00003264	S25910039	0
GC_00003264	S33314612	0
GC_00003264	S749695	0
GC_00003264	SFerroplasmacircular	0
GC_00003264	SMAG00006	0
GC_00003265	S12936484	0
GC_00003265	S259100318	0
GC_00003265	S259100328	0
GC_00003265	S259100333	0
GC_00003265	S259100335	0
GC_00003265	S259100337	0
GC_00003265	S259100341	0
GC_00003265	S25910037	1
GC_00003265	S25910039	0
GC_00003265	S33314612	0
GC_00003265	S749695	0
GC_00003265	SFerroplasmacircular	0
GC_00003265	SMAG00006	0
GC_00003266	S12936484	0
GC_00003266	S259100318	1
GC_00003266	S259100328	0
GC_00003266	S259100333	0
GC_00003266	S259100335	0
GC_00003266	S259100337	0
GC_00003266	S259100341	0
GC_00003266	S25910037	0
GC_00003266	S25910039	0
GC_00003266	S33314612	0
GC_00003266	S749695	0
GC_00003266	SFerroplasmacircular	0
GC_00003266	SMAG00006	0
GC_00003267	S12936484	0
GC_00003267	S259100318	1
GC_00003267	S259100328	0
GC_00003267	S259100333	0
GC_00003267	S259100335	0
GC_00003267	S259100337	0
GC_00003267	S259100341	0
GC_00003267	S25910037	0
GC_00003267	S25910039	0
GC_00003267	S33314612	0
GC_00003267	S749695	0
GC_00003267	SFerroplasmacircular	0
GC_00003267	SMAG00006	0
GC_00003268	S12936484	0
GC_00003268	S259100318	0
GC_00003268	S259100328	0
GC_00003268	S259100333	0
GC_00003268	S259100335	0
GC_00003268	S259100337	0
GC_00003268	S259100341	0
GC_00003268	S25910037	1
GC_00003268	S25910039	0
GC_00003268	S33314612	0
GC_00003268	S749695	0
GC_00003268	SFerroplasmacircular	0
GC_00003268	SMAG00006	0
GC_00003269	S12936484	0
GC_00003269	S259100318	0
GC_00003269	S259100328	1
GC_00003269	S259100333	0
GC_00003269	S259100335	0
GC_00003269	S259100337	0
GC_00003269	S259100341	0
GC_00003269	S25910037	0
GC_00003269	S25910039	0
GC_00003269	S33314612	0
GC_00003269	S749695	0
GC_00003269	SFerroplasmacircular	0
GC_00003269	SMAG00006	0
GC_00003270	S12936484	0
GC_00003270	S259100318	0
GC_00003270	S259100328	0
GC_00003270	S259100333	1
GC_00003270	S259100335	0
GC_00003270	S259100337	0
GC_00003270	S259100341	0
GC_00003270	S25910037	0
GC_00003270	S25910039	0
GC_00003270	S33314612	0
GC_00003270	S749695	0
GC_00003270	SFerroplasmacircular	0
GC_00003270	SMAG00006	0
GC_00003271	S12936484	0
GC_00003271	S259100318	1
GC_00003271	S259100328	0
GC_00003271	S259100333	0
GC_00003271	S259100335	0
GC_00003271	S259100337	0
GC_00003271	S259100341	0
GC_00003271	S25910037	0
GC_00003271	S25910039	0
GC_00003271	S33314612	0
GC_00003271	S749695	0
GC_00003271	SFerroplasmacircular	0
GC_00003271	SMAG00006	0
GC_00003272	S12936484	0
GC_00003272	S259100318	1
GC_00003272	S259100328	0
GC_00003272	S259100333	0
GC_00003272	S259100335	0
GC_00003272	S259100337	0
GC_00003272	S259100341	0
GC_00003272	S25910037	0
GC_00003272	S25910039	0
GC_00003272	S33314612	0
GC_00003272	S749695	0
GC_00003272	SFerroplasmacircular	0
GC_00003272	SMAG00006	0
GC_00003273	S12936484	0
GC_00003273	S259100318	0
GC_00003273	S259100328	0
GC_00003273	S259100333	0
GC_00003273	S259100335	0
GC_00003273	S259100337	0
GC_00003273	S259100341	0
GC_00003273	S25910037	1
GC_00003273	S25910039	0
GC_00003273	S33314612	0
GC_00003273	S749695	0
GC_00003273	SFerroplasmacircular	0
GC_00003273	SMAG00006	0
GC_00003274	S12936484	0
GC_00003274	S259100318	0
GC_00003274	S259100328	0
GC_00003274	S259100333	0
GC_00003274	S259100335	0
GC_00003274	S259100337	0
GC_00003274	S259100341	0
GC_00003274	S25910037	0
GC_00003274	S25910039	1
GC_00003274	S33314612	0
GC_00003274	S749695	0
GC_00003274	SFerroplasmacircular	0
GC_00003274	SMAG00006	0
GC_00003275	S12936484	0
GC_00003275	S259100318	0
GC_00003275	S259100328	0
GC_00003275	S259100333	0
GC_00003275	S259100335	0
GC_00003275	S259100337	0
GC_00003275	S259100341	0
GC_00003275	S25910037	0
GC_00003275	S25910039	0
GC_00003275	S33314612	0
GC_00003275	S749695	0
GC_00003275	SFerroplasmacircular	0
GC_00003275	SMAG00006	1
GC_00003276	S12936484	0
GC_00003276	S259100318	0
GC_00003276	S259100328	0
GC_00003276	S259100333	0
GC_00003276	S259100335	0
GC_00003276	S259100337	0
GC_00003276	S259100341	1
GC_00003276	S25910037	0
GC_00003276	S25910039	0
GC_00003276	S33314612	0
GC_00003276	S749695	0
GC_00003276	SFerroplasmacircular	0
GC_00003276	SMAG00006	0
GC_00003277	S12936484	0
GC_00003277	S259100318	0
GC_00003277	S259100328	0
GC_00003277	S259100333	0
GC_00003277	S259100335	0
GC_00003277	S259100337	0
GC_00003277	S259100341	0
GC_00003277	S25910037	1
GC_00003277	S25910039	0
GC_00003277	S33314612	0
GC_00003277	S749695	0
GC_00003277	SFerroplasmacircular	0
GC_00003277	SMAG00006	0
GC_00003278	S12936484	0
GC_00003278	S259100318	1
GC_00003278	S259100328	0
GC_00003278	S259100333	0
GC_00003278	S259100335	0
GC_00003278	S259100337	0
GC_00003278	S259100341	0
GC_00003278	S25910037	0
GC_00003278	S25910039	0
GC_00003278	S33314612	0
GC_00003278	S749695	0
GC_00003278	SFerroplasmacircular	0
GC_00003278	SMAG00006	0
GC_00003279	S12936484	0
GC_00003279	S259100318	0
GC_00003279	S259100328	0
GC_00003279	S259100333	0
GC_00003279	S259100335	0
GC_00003279	S259100337	0
GC_00003279	S259100341	1
GC_00003279	S25910037	0
GC_00003279	S25910039	0
GC_00003279	S33314612	0
GC_00003279	S749695	0
GC_00003279	SFerroplasmacircular	0
GC_00003279	SMAG00006	0
GC_00003280	S12936484	0
GC_00003280	S259100318	0
GC_00003280	S259100328	0
GC_00003280	S259100333	0
GC_00003280	S259100335	0
GC_00003280	S259100337	0
GC_00003280	S259100341	0
GC_00003280	S25910037	0
GC_00003280	S25910039	0
GC_00003280	S33314612	0
GC_00003280	S749695	0
GC_00003280	SFerroplasmacircular	0
GC_00003280	SMAG00006	1
GC_00003281	S12936484	0
GC_00003281	S259100318	0
GC_00003281	S259100328	1
GC_00003281	S259100333	0
GC_00003281	S259100335	0
GC_00003281	S259100337	0
GC_00003281	S259100341	0
GC_00003281	S25910037	0
GC_00003281	S25910039	0
GC_00003281	S33314612	0
GC_00003281	S749695	0
GC_00003281	SFerroplasmacircular	0
GC_00003281	SMAG00006	0
GC_00003282	S12936484	0
GC_00003282	S259100318	0
GC_00003282	S259100328	0
GC_00003282	S259100333	0
GC_00003282	S259100335	0
GC_00003282	S259100337	0
GC_00003282	S259100341	0
GC_00003282	S25910037	1
GC_00003282	S25910039	0
GC_00003282	S33314612	0
GC_00003282	S749695	0
GC_00003282	SFerroplasmacircular	0
GC_00003282	SMAG00006	0
GC_00003283	S12936484	0
GC_00003283	S259100318	0
GC_00003283	S259100328	0
GC_00003283	S259100333	0
GC_00003283	S259100335	0
GC_00003283	S259100337	0
GC_00003283	S259100341	0
GC_00003283	S25910037	0
GC_00003283	S25910039	0
GC_00003283	S33314612	0
GC_00003283	S749695	0
GC_00003283	SFerroplasmacircular	0
GC_00003283	SMAG00006	1
GC_00003284	S12936484	0
GC_00003284	S259100318	1
GC_00003284	S259100328	0
GC_00003284	S259100333	0
GC_00003284	S259100335	0
GC_00003284	S259100337	0
GC_00003284	S259100341	0
GC_00003284	S25910037	0
GC_00003284	S25910039	0
GC_00003284	S33314612	0
GC_00003284	S749695	0
GC_00003284	SFerroplasmacircular	0
GC_00003284	SMAG00006	0
GC_00003285	S12936484	0
GC_00003285	S259100318	1
GC_00003285	S259100328	0
GC_00003285	S259100333	0
GC_00003285	S259100335	0
GC_00003285	S259100337	0
GC_00003285	S259100341	0
GC_00003285	S25910037	0
GC_00003285	S25910039	0
GC_00003285	S33314612	0
GC_00003285	S749695	0
GC_00003285	SFerroplasmacircular	0
GC_00003285	SMAG00006	0
GC_00003286	S12936484	1
GC_00003286	S259100318	0
GC_00003286	S259100328	0
GC_00003286	S259100333	0
GC_00003286	S259100335	0
GC_00003286	S259100337	0
GC_00003286	S259100341	0
GC_00003286	S25910037	0
GC_00003286	S25910039	0
GC_00003286	S33314612	0
GC_00003286	S749695	0
GC_00003286	SFerroplasmacircular	0
GC_00003286	SMAG00006	0
GC_00003287	S12936484	1
GC_00003287	S259100318	0
GC_00003287	S259100328	0
GC_00003287	S259100333	0
GC_00003287	S259100335	0
GC_00003287	S259100337	0
GC_00003287	S259100341	0
GC_00003287	S25910037	0
GC_00003287	S25910039	0
GC_00003287	S33314612	0
GC_00003287	S749695	0
GC_00003287	SFerroplasmacircular	0
GC_00003287	SMAG00006	0
GC_00003288	S12936484	0
GC_00003288	S259100318	0
GC_00003288	S259100328	0
GC_00003288	S259100333	0
GC_00003288	S259100335	1
GC_00003288	S259100337	0
GC_00003288	S259100341	0
GC_00003288	S25910037	0
GC_00003288	S25910039	0
GC_00003288	S33314612	0
GC_00003288	S749695	0
GC_00003288	SFerroplasmacircular	0
GC_00003288	SMAG00006	0
GC_00003289	S12936484	0
GC_00003289	S259100318	0
GC_00003289	S259100328	0
GC_00003289	S259100333	0
GC_00003289	S259100335	0
GC_00003289	S259100337	0
GC_00003289	S259100341	0
GC_00003289	S25910037	0
GC_00003289	S25910039	0
GC_00003289	S33314612	0
GC_00003289	S749695	0
GC_00003289	SFerroplasmacircular	1
GC_00003289	SMAG00006	0
GC_00003290	S12936484	0
GC_00003290	S259100318	0
GC_00003290	S259100328	0
GC_00003290	S259100333	0
GC_00003290	S259100335	0
GC_00003290	S259100337	0
GC_00003290	S259100341	1
GC_00003290	S25910037	0
